symbole,entrée,sortie,sens,prix_entrée,prix_sortie,brut_bp,coût_bp,net_bp,net_eur,motif_sortie
SPY,2026-09-01T18:50:00+00:00,2026-09-01T19:50:00+00:00,achat,760.2,760.93,9.6025,0.5,9.1025,0.091,durée
SPY,2026-09-02T13:35:00+00:00,2026-09-02T14:00:00+00:00,vente,762.4,763.5214,-14.7086,0.5,-15.2086,-0.1521,stop
QQQ,2026-09-02T13:55:00+00:00,2026-09-02T14:55:00+00:00,achat,705.41,707.6,31.0458,0.7,30.3458,0.3035,durée
SPY,2026-09-02T14:10:00+00:00,2026-09-02T14:35:00+00:00,vente,763.73,765.788,-26.9469,0.5,-27.4469,-0.2745,stop
SPY,2026-09-02T14:45:00+00:00,2026-09-02T15:45:00+00:00,vente,766.29,765.04,16.3124,0.5,15.8124,0.1581,durée
SPY,2026-09-02T16:25:00+00:00,2026-09-02T17:25:00+00:00,achat,764.985,764.71,-3.5944,0.5,-4.0944,-0.0409,durée
QQQ,2026-09-02T17:10:00+00:00,2026-09-02T18:10:00+00:00,achat,707.835,708.1901,5.0167,0.7,4.3167,0.0432,durée
SPY,2026-09-02T17:35:00+00:00,2026-09-02T18:35:00+00:00,achat,764.395,764.81,5.4288,0.5,4.9288,0.0493,durée
QQQ,2026-09-02T18:20:00+00:00,2026-09-02T19:20:00+00:00,vente,708.85,708.48,5.2197,0.7,4.5197,0.0452,durée
QQQ,2026-09-02T19:45:00+00:00,2026-09-02T19:50:00+00:00,vente,708.9,709.4139,-7.2496,0.7,-7.9496,-0.0795,stop
